Gene_ID,Product description,Gene Identification,MIS,MFS
PF3D7_1144900,ras-related protein Rab-6,Non - Mutable in CDS,0.78,-2.414
PF3D7_1145000,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.995,-1.41
PF3D7_1145100,"coatomer subunit gamma, putative",Non - Mutable in CDS,0.133,-3.165
PF3D7_1145200,"serine/threonine protein kinase, putative",Mutable in CDS,1,-2.278
PF3D7_1145300,"cysteine-rich PDZ-binding protein, putative",Non - Mutable in CDS,0.222,-2.581
PF3D7_1145400,dynamin-like protein,Non - Mutable in CDS,0.12,-3.055
PF3D7_1145500,"ABC transporter B family member 3, putative",Mutable in CDS,1,-0.269
PF3D7_1145600,"conserved protein, unknown function",Non - Mutable in CDS,0.241,-2.714
PF3D7_1145700,"bicoid-interacting protein BIN3, putative",Non - Mutable in CDS,0.131,-3.049
PF3D7_1145800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.203,-2.592
PF3D7_1145900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.662
PF3D7_1146000,"ribosome assembly protein 4, putative",Non - Mutable in CDS,0.13,-2.961
PF3D7_1146100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.142,-2.886
PF3D7_1146200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.182,-2.611
PF3D7_1146300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.748,-2.967
PF3D7_1146500,leucine-rich repeat protein,Mutable in CDS,0.774,-1.133
PF3D7_1146600,CCAAT-box DNA binding protein subunit B,Mutable in CDS,1,-2.157
PF3D7_1146700,"kinesin-like protein, putative",Mutable in CDS,1,0.591
PF3D7_1146800,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.589
PF3D7_1146900,"protein YIPF6, putative",Non - Mutable in CDS,0.565,-2.48
PF3D7_1147000,sporozoite and liver stage asparagine-rich protein,Mutable in CDS,1,-0.719
PF3D7_1147100,"dynein light chain, putative",Non - Mutable in CDS,0.698,-3.542
PF3D7_1147200,"tubulin--tyrosine ligase, putative",Mutable in CDS,1,-1.94
PF3D7_1147300,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.1
PF3D7_1147400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.153,-2.944
PF3D7_1147500,protein farnesyltransferase subunit beta,Non - Mutable in CDS,0.128,-3.062
PF3D7_1147600,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.868,-1.676
PF3D7_1147700,"mitochondrial ATP synthase delta subunit, putative",Non - Mutable in CDS,1,-1.703
PF3D7_1147800.1,membrane associated erythrocyte binding-like protein,Mutable in CDS,1,-0.858
PF3D7_1147900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.141,-3.386
PF3D7_1148000,"serine/threonine protein kinase, putative",Non - Mutable in CDS,0.119,-2.973
PF3D7_1148700,"Plasmodium exported protein (PHISTc), unknown function",Non - Mutable in CDS,0.386,-2.739
PF3D7_1148800,"Plasmodium exported protein (hyp11), unknown function",Mutable in CDS,1,-2.514
PF3D7_1148900,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,1,-1.596
PF3D7_1149000,"antigen 332, DBL-like protein",Mutable in CDS,1,-0.293
PF3D7_1149100.1,"Plasmodium exported protein, unknown function",Mutable in CDS,0.983,-2.738
PF3D7_1149200,ring-infected erythrocyte surface antigen,Mutable in CDS,1,-2.517
PF3D7_1149300,"serine/threonine protein kinase, FIKK family",Mutable in CDS,1,-2.749
PF3D7_1149400,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,0.449,-2.342
PF3D7_1149500,"ring-infected erythrocyte surface antigen 2, pseudogene",Mutable in CDS,1,-2.81
PF3D7_1149600,"DnaJ protein, putative",Mutable in CDS,1,-0.493
PF3D7_1149700,"Plasmodium exported protein (PHISTa), unknown function",Mutable in CDS,0.418,-3.2
PF3D7_1149800,rifin,Mutable in CDS,1,-1.316
PF3D7_1149900,stevor,Non - Mutable in CDS,0.27,-2.556
PF3D7_1150000,rifin,Non - Mutable in CDS,0.758,-2.244
PF3D7_1150100,"rifin, pseudogene",Non - Mutable in CDS,0.171,-3.041
PF3D7_1150200,rifin,Non - Mutable in CDS,0.194,-2.634
PF3D7_1150300,rifin,Non - Mutable in CDS,0.408,-2.396
PF3D7_1200100,"erythrocyte membrane protein 1, PfEMP1",Mutable in CDS,1,-2.01
PF3D7_1200200,rifin,Non - Mutable in CDS,0.422,-2.598
PF3D7_1200300,rifin,Non - Mutable in CDS,1,-1.269
PF3D7_1200400,"erythrocyte membrane protein 1, PfEMP1",Mutable in CDS,1,-1.803
PF3D7_1200500,rifin,Non - Mutable in CDS,0.381,-2.617
PF3D7_1200600,"erythrocyte membrane protein 1, PfEMP1",Mutable in CDS,1,-1.899
PF3D7_1200700,acyl-CoA synthetase,Mutable in CDS,1,-2.229
PF3D7_1200800,"serine/threonine protein kinase, FIKK family",Mutable in CDS,1,-2.428
PF3D7_1200900,"Plasmodium exported protein (PHISTc), unknown function",Non - Mutable in CDS,0.31,-2.581
PF3D7_1201000,"Plasmodium exported protein (PHISTb), unknown function",Mutable in CDS,0.967,-2.448
PF3D7_1201100,RESA-like protein with PHIST and DnaJ domains,Mutable in CDS,1,-2.206
PF3D7_1201200,"Plasmodium exported protein (PHISTa-like), unknown function",Mutable in CDS,0.873,-2.551
PF3D7_1201300,liver stage associated protein 1,Non - Mutable in CDS,0.146,-3.281
PF3D7_1201400,"Plasmodium exported protein, unknown function",Mutable in CDS,1,-0.945
PF3D7_1201500,"XPA binding protein 1, putative",Non - Mutable in CDS,0.122,-3.045
PF3D7_1201600,NIMA related kinase 3,Mutable in CDS,0.643,-3.088
PF3D7_1201700,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.179,-2.897
PF3D7_1201800,"cytochrome c oxidase assembly protein COX19, putative",Non - Mutable in CDS,0.139,-3.104
PF3D7_1201900,"conserved protein, unknown function",Mutable in CDS,0.978,0.672
PF3D7_1202000,"ATP-dependent RNA helicase, putative",Non - Mutable in CDS,0.119,-2.992
PF3D7_1202100.1,"SRAP domain-containing protein, putative",Non - Mutable in CDS,0.53,-2.382
PF3D7_1202200,mitochondrial phosphate carrier protein,Non - Mutable in CDS,0.736,-2.302
PF3D7_1202300,"dynein heavy chain, putative",Mutable in CDS,1,-0.865
PF3D7_1202400,peptidyl-prolyl cis-trans isomerase,Non - Mutable in CDS,0.599,-2.292
PF3D7_1202500,"trimethylguanosine synthase, putative",Mutable in CDS,0.982,-2.691
PF3D7_1202600,"conserved protein, unknown function",Non - Mutable in CDS,0.215,-2.72
PF3D7_1202700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.226,-2.862
PF3D7_1202800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.132,-3.489
PF3D7_1202900,high mobility group protein B1,Non - Mutable in CDS,0.339,-2.546
PF3D7_1203000,origin recognition complex subunit 1,Mutable in CDS,0.937,-2.52
PF3D7_1203100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.2,-2.655
PF3D7_1203200,signal recognition particle subunit SRP14,Non - Mutable in CDS,0.153,-3.202
PF3D7_1203300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.138,-3.114
PF3D7_1203400,"major facilitator superfamily domain-containing protein, putative",Mutable in CDS,1,0.3
PF3D7_1203500,"threonylcarbamoyl-AMP synthase, putative",Non - Mutable in CDS,0.128,-2.983
PF3D7_1203600,"cytochrome c1 heme lyase, putative",Non - Mutable in CDS,0.12,-3.029
PF3D7_1203700,nucleosome assembly protein,Non - Mutable in CDS,0.139,-3.031
PF3D7_1203900,ubiquitin-conjugating enzyme E2,Non - Mutable in CDS,0.554,-2.159
PF3D7_1204000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.175,-2.844
PF3D7_1204100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.354
PF3D7_1204200,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.999,-2.551
PF3D7_1204300,eukaryotic translation initiation factor 5A,Non - Mutable in CDS,1,0
PF3D7_1204400,"conserved Plasmodium membrane protein, unknown function",Mutable in CDS,0.999,-2.254
PF3D7_1204500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-3.204
PF3D7_1204600,"cytidine deaminase, putative",Non - Mutable in CDS,0.142,-2.665
PF3D7_1204700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.132,0
PF3D7_1204900,"probable protein, unknown function",Non - Mutable in CDS,0.999,-1.915
PF3D7_1205000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.476,-2.525
PF3D7_1205100,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative",Mutable in CDS,1,-1.306
PF3D7_1205200,"HAD domain ookinete protein, putative",Non - Mutable in CDS,0.132,-3.193
PF3D7_1205300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-3.25
PF3D7_1205400,"kelch domain-containing protein, putative",Mutable in CDS,1,-2.114
PF3D7_1205500,"zinc finger protein, putative",Mutable in CDS,1,-2.234
PF3D7_1205600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.149,-2.679
PF3D7_1205700,targeted glyoxalase II,Mutable in CDS,1,-1.692
PF3D7_1205800,"high mobility group protein B3, putative",Mutable in CDS,1,-2.862
PF3D7_1205900,"conserved protein, unknown function",Non - Mutable in CDS,0.142,-2.817
PF3D7_1206000,shewanella-like protein phosphatase 2,Mutable in CDS,1,-2.559
PF3D7_1206100,"IMP-specific 5'-nucleotidase, putative",Mutable in CDS,0.991,-0.085
PF3D7_1206200,"eukaryotic translation initiation factor 3 subunit C, putative",Non - Mutable in CDS,0.123,-2.98
PF3D7_1206300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.599,-2.564
PF3D7_1206400,"rhodanese like protein, putative",Mutable in CDS,0.999,-0.46
PF3D7_1206500,"Tat binding protein 1(TBP-1)-interacting protein, putative",Mutable in CDS,1,-2.178
PF3D7_1206600,"DNA-directed RNA polymerase III subunit RPC2, putative",Mutable in CDS,0.972,-2.834
PF3D7_1206700,"eukaryotic translation initiation factor 5, putative",Non - Mutable in CDS,0.366,-2.497
PF3D7_1206800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.206,-3.331
PF3D7_1206900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,0.703
PF3D7_1207000,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.871
PF3D7_1207100,"small subunit rRNA processing factor, putative",Mutable in CDS,0.992,-2.589
PF3D7_1207200,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.651
PF3D7_1207300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.99,0
PF3D7_1207400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.137,-2.975
PF3D7_1207500,"RNA-binding protein, putative",Non - Mutable in CDS,0.176,-3.255
PF3D7_1207600,"tRNA delta(2)-isopentenylpyrophosphate transferase, putative",Mutable in CDS,0.715,-3.103
PF3D7_1207700,blood stage antigen 41-3 precursor,Non - Mutable in CDS,0.141,-2.858
PF3D7_1207800,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,0.267
PF3D7_1207900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.371,-3.489
PF3D7_1208000,"apicoplast ribosomal protein L29 precursor, putative",Non - Mutable in CDS,0.139,-3.406
PF3D7_1208100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.137,-3.186
PF3D7_1208200,cysteine repeat modular protein 3,Mutable in CDS,1,-1.061
PF3D7_1208300,"mitochondrial ACP precursor, putative",Non - Mutable in CDS,0.122,-3.08
PF3D7_1208400,"amino acid transporter, putative",Mutable in CDS,1,-1.474
PF3D7_1208500,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.203
PF3D7_1208600,"mitochondrial import inner membrane translocase subunit TIM10, putative",Non - Mutable in CDS,0.144,-2.839
PF3D7_1208700,"conserved protein, unknown function",Non - Mutable in CDS,0.139,-2.799
PF3D7_1208800,"zinc finger protein, putative",Mutable in CDS,1,-2.489
PF3D7_1208900,"protein phosphatase, putative",Mutable in CDS,1,-2.475
PF3D7_1209000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.38,-2.814
PF3D7_1209100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.442
PF3D7_1209200,"U6 snRNA-associated Sm-like protein LSm7, putative",Non - Mutable in CDS,0.519,-2.439
PF3D7_1209300,"zinc finger transcription factor, putative",Mutable in CDS,1,-1.082
PF3D7_1209400,"cytosolic iron-sulfur protein assembly protein 1, putative",Non - Mutable in CDS,0.502,-2.659
PF3D7_1209500.1,cGMP-specific phosphodiesterase,Mutable in CDS,1,-2.516
PF3D7_1209600,porphobilinogen deaminase,Non - Mutable in CDS,0.132,-2.946
PF3D7_1209700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,0.319
PF3D7_1209800,"ATP synthase mitochondrial F1 complex assembly factor 1, putative",Non - Mutable in CDS,0.158,-3.146
PF3D7_1209900,"ABC transporter B family member 7, putative",Mutable in CDS,1,-1.952
PF3D7_1210000,"50S ribosomal protein L1, apicoplast, putative",Non - Mutable in CDS,0.191,-3.282
PF3D7_1210100,"syntaxin, Qa-SNARE family",Non - Mutable in CDS,0.13,-2.884
PF3D7_1210200,"zinc finger protein, putative",Mutable in CDS,1,-1.333
PF3D7_1210300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-2.902
PF3D7_1210400,"general transcription factor 3C polypeptide 5, putative",Non - Mutable in CDS,0.432,-2.517
PF3D7_1210500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.277,-3.309
PF3D7_1210600,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.978,-2.885
PF3D7_1210700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.751
PF3D7_1210900,GPI mannosyltransferase 1,Non - Mutable in CDS,0.181,-2.588
PF3D7_1211000,"kinesin-7, putative",Mutable in CDS,1,0.076
PF3D7_1211100,HSP20-like chaperone,Mutable in CDS,1,-2.169
PF3D7_1211200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-3.013
PF3D7_1211300,"DNA helicase MCM8, putative",Mutable in CDS,0.999,-2.907
PF3D7_1211400,heat shock protein DNAJ homologue Pfj4,Non - Mutable in CDS,0.261,-2.79
PF3D7_1211500,"mitochondrial ribosomal protein S18 precursor, putative",Mutable in CDS,0.386,-3.224
PF3D7_1211600,"lysine-specific histone demethylase 1, putative",Mutable in CDS,1,-1.364
PF3D7_1211700,"DNA replication licensing factor MCM5, putative",Non - Mutable in CDS,0.252,-2.757
PF3D7_1211800,polyubiquitin,Non - Mutable in CDS,0.272,-3.296
PF3D7_1211900,non-SERCA-type Ca2+ -transporting P-ATPase,Non - Mutable in CDS,0.119,-3.089
PF3D7_1212000,glutathione peroxidase-like thioredoxin peroxidase,Non - Mutable in CDS,0.133,-3.056
PF3D7_1212100,"peripheral plastid protein 1, putative",Non - Mutable in CDS,0.143,-3.15
PF3D7_1212200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.131,-3.156
PF3D7_1212300,"WD repeat-containing protein, putative",Mutable in CDS,0.999,-1.224
PF3D7_1212400,"tetratricopeptide repeat protein, putative",Non - Mutable in CDS,0.131,-3.212
PF3D7_1212500,glycerol-3-phosphate 1-O-acyltransferase,Non - Mutable in CDS,0.161,-2.732
PF3D7_1212600.1,"conserved protein, unknown function, unspecified product",Non - Mutable in CDS,0.144,-2.953
PF3D7_1212700,"eukaryotic translation initiation factor 3 subunit A, putative",Non - Mutable in CDS,0.16,-2.765
PF3D7_1212800,iron-sulfur subunit of succinate dehydrogenase,Mutable in CDS,0.828,-0.409
PF3D7_1212900,"bromodomain protein 2, putative",Non - Mutable in CDS,0.173,-2.746
PF3D7_1213200,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.976
PF3D7_1213300,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.394
PF3D7_1213400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.178,-2.786
PF3D7_1213500,"integral membrane protein GPR180, putative",Mutable in CDS,0.543,-3.236
PF3D7_1213600,"dynein light chain 1, putative",Non - Mutable in CDS,0.929,-2.263
PF3D7_1213700,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",Non - Mutable in CDS,0.133,-3.188
PF3D7_1213800,proline--tRNA ligase,Non - Mutable in CDS,0.12,-3.106
PF3D7_1213900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.184,-2.806
PF3D7_1214000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.955,-2.885
PF3D7_1214100,"GPI ethanolamine phosphate transferase 3, putative",Non - Mutable in CDS,0.135,-2.876
PF3D7_1214200,"histone-lysine N-methyltransferase, putative",Mutable in CDS,1,-1.751
PF3D7_1214300,"geranylgeranyl transferase type2 beta subunit, putative",Non - Mutable in CDS,0.124,-3.107
PF3D7_1214400,"ER membrane protein complex subunit 6, putative",Non - Mutable in CDS,0.248,-2.756
PF3D7_1214500,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.522
PF3D7_1214600,"adrenodoxin-type ferredoxin, putative",Non - Mutable in CDS,0.303,-2.46
PF3D7_1214700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-2.953
PF3D7_1214800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-2.835
PF3D7_1214900,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.754,-2.246
PF3D7_1215000,thioredoxin peroxidase 2,Non - Mutable in CDS,0.171,-2.937
PF3D7_1215100,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.657,-3.006
PF3D7_1215200,peptidyl-prolyl cis-trans isomerase,Non - Mutable in CDS,0.992,-2.201
PF3D7_1215300,10 kDa chaperonin,Non - Mutable in CDS,0.978,-2.429
PF3D7_1215400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.15,-3.227
PF3D7_1215500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.331,-3.321
PF3D7_1215600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.127,-3.223
PF3D7_1215700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.343
PF3D7_1215800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.259,-2.335
PF3D7_1215900,"serpentine receptor, putative",Mutable in CDS,0.992,-2.996
PF3D7_1216000,"serine--tRNA ligase, putative",Non - Mutable in CDS,0.173,-3.204
PF3D7_1216100,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.125,-3.218
PF3D7_1216200,"glycerol-3-phosphate dehydrogenase, putative",Non - Mutable in CDS,0.135,-3.106
PF3D7_1216300,signal recognition particle subunit SRP19,Non - Mutable in CDS,0.129,-3.394
PF3D7_1216400,"conserved Plasmodium membrane protein, unknown function",Mutable in CDS,0.672,-2.907
PF3D7_1216500,male development gene 1,Mutable in CDS,1,1.33
PF3D7_1216600,cell traversal protein for ookinetes and sporozoites,Non - Mutable in CDS,0.123,-2.887
PF3D7_1216700,perforin-like protein 2,Mutable in CDS,1,-2.741
PF3D7_1216900,"DNA-binding chaperone, putative",Non - Mutable in CDS,0.137,-2.85
PF3D7_1217000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.939,-2.119
